
Experiment #1 begin 
- freq    = 5.00 Hz
- rho_int = 700.00 kg/m3
- rho_bed = 700.00 kg/m3

t(s)	cont	z_int	E_pot
16.40	31	0.53	0.732
16.50	166	0.41	0.601
16.60	67	0.59	0.709
16.70	207	0.51	0.577
16.80	62	0.64	0.732
16.90	178	0.59	0.602
17.00	76	0.60	0.692
17.10	227	0.52	0.558
17.20	39	0.62	0.751
17.30	154	0.58	0.622
17.40	42	0.61	0.668
17.50	225	0.55	0.553
17.60	44	0.60	0.737
17.70	178	0.52	0.600
17.80	60	0.55	0.702
17.90	204	0.44	0.581
18.00	48	0.58	0.707
18.10	203	0.46	0.585
18.20	277	0.55	0.566
18.30	299	0.55	0.566
18.40	305	0.55	0.566
18.50	301	0.55	0.566
18.60	308	0.56	0.566
18.70	312	0.56	0.566
18.80	310	0.56	0.566
18.90	315	0.56	0.566

Experiment #15 begin 
- freq    = 5.00 Hz
- rho_int = 1300.00 kg/m3
- rho_bed = 800.00 kg/m3

t(s)	cont	z_int	E_pot
1.10	265	0.11	0.583
1.20	24	0.14	0.786
1.30	173	0.10	0.640
1.40	79	0.16	0.748
1.50	208	0.11	0.620
1.60	33	0.17	0.752
1.70	191	0.10	0.613
1.80	32	0.15	0.776
1.90	152	0.10	0.636
2.00	27	0.14	0.764
2.10	149	0.10	0.633
2.20	40	0.15	0.771
2.30	163	0.10	0.631
2.40	35	0.15	0.781
2.50	149	0.10	0.650
2.60	55	0.14	0.763
2.70	164	0.10	0.641
2.80	56	0.12	0.781
2.90	158	0.10	0.654
3.00	55	0.14	0.763
3.10	155	0.10	0.626
3.20	50	0.14	0.789
3.30	132	0.10	0.660
3.40	47	0.12	0.758
3.50	181	0.10	0.624
3.60	45	0.13	0.778
3.70	140	0.10	0.644
3.80	40	0.12	0.750
3.90	185	0.10	0.612
4.00	43	0.14	0.778
4.10	153	0.10	0.640
4.20	37	0.15	0.749
4.30	200	0.10	0.614
4.40	34	0.17	0.766
4.50	155	0.11	0.628
4.60	55	0.17	0.745
4.70	184	0.11	0.603
4.80	41	0.17	0.769
4.90	149	0.11	0.630
5.00	40	0.17	0.746
5.10	189	0.11	0.601
5.20	22	0.18	0.775
5.30	135	0.11	0.635
5.40	44	0.16	0.756
5.50	178	0.11	0.622
5.60	49	0.17	0.770
5.70	143	0.11	0.642
5.80	36	0.17	0.766
5.90	147	0.11	0.617
6.00	40	0.19	0.791
6.10	123	0.10	0.651
6.20	58	0.18	0.755
6.30	191	0.11	0.621
6.40	63	0.18	0.762
6.50	175	0.11	0.625
6.60	34	0.17	0.757
6.70	163	0.11	0.622
6.80	41	0.18	0.763
6.90	171	0.11	0.621
7.00	23	0.18	0.771
7.10	151	0.11	0.630
7.20	19	0.19	0.766
7.30	133	0.12	0.624
7.40	24	0.16	0.772
7.50	146	0.11	0.641
7.60	38	0.12	0.758
7.70	163	0.10	0.627
7.80	42	0.13	0.781
7.90	139	0.10	0.656
8.00	41	0.14	0.754
8.10	194	0.11	0.609
8.20	14	0.13	0.810
8.30	111	0.10	0.679
8.40	46	0.14	0.727
8.50	235	0.11	0.590
8.60	31	0.14	0.814
8.70	111	0.10	0.688
8.80	54	0.13	0.731
8.90	232	0.11	0.592
9.00	32	0.14	0.818
9.10	100	0.10	0.687
9.20	39	0.12	0.738
9.30	209	0.10	0.601
9.40	38	0.12	0.800
9.50	140	0.09	0.672
9.60	40	0.12	0.735
9.70	234	0.10	0.594
9.80	23	0.13	0.811
9.90	101	0.09	0.681
10.00	39	0.13	0.748
10.10	192	0.10	0.615
10.20	60	0.12	0.770
10.30	163	0.09	0.636
10.40	34	0.13	0.757
10.50	169	0.10	0.625
10.60	33	0.14	0.776
10.70	148	0.10	0.637
10.80	31	0.16	0.771
10.90	160	0.10	0.624
11.00	34	0.13	0.786
11.10	120	0.09	0.655
11.20	33	0.14	0.746
11.30	200	0.11	0.598
11.40	11	0.16	0.789
11.50	121	0.10	0.651
11.60	20	0.15	0.761
11.70	183	0.10	0.615
11.80	39	0.17	0.785
11.90	134	0.12	0.637
12.00	15	0.17	0.764
12.10	163	0.12	0.628
12.20	29	0.17	0.765
12.30	157	0.11	0.632
12.40	19	0.16	0.778
12.50	144	0.11	0.624
12.60	24	0.14	0.791
12.70	111	0.10	0.657
12.80	30	0.11	0.742
12.90	195	0.11	0.608
13.00	39	0.11	0.765
13.10	156	0.10	0.628
13.20	20	0.11	0.761
13.30	180	0.10	0.612
13.40	32	0.13	0.793
13.50	115	0.10	0.655
13.60	33	0.15	0.752
13.70	168	0.10	0.616
13.80	39	0.16	0.776
13.90	158	0.10	0.634
14.00	50	0.15	0.767
14.10	164	0.10	0.620
14.20	32	0.15	0.774
14.30	150	0.09	0.634
14.40	12	0.17	0.759
14.50	149	0.12	0.611
14.60	51	0.19	0.788
14.70	126	0.11	0.653
14.80	34	0.16	0.758
14.90	165	0.11	0.620
15.00	60	0.14	0.771
15.10	157	0.10	0.636
15.20	51	0.14	0.763
15.30	184	0.11	0.616
15.40	20	0.13	0.780
15.50	147	0.09	0.646
15.60	30	0.14	0.742
15.70	220	0.12	0.598
15.80	26	0.14	0.783
15.90	144	0.11	0.643
16.00	22	0.13	0.768
16.10	160	0.10	0.627
16.20	29	0.14	0.766
16.30	167	0.10	0.626
16.40	41	0.13	0.762
16.50	157	0.11	0.624
16.60	17	0.15	0.776
16.70	145	0.10	0.637
16.80	18	0.14	0.752
16.90	189	0.10	0.611
17.00	14	0.13	0.772
17.10	151	0.10	0.634
17.20	15	0.11	0.773
17.30	135	0.10	0.649
17.40	38	0.12	0.751
17.50	197	0.11	0.616
17.60	31	0.10	0.788
17.70	124	0.11	0.659
17.80	35	0.12	0.750
17.90	187	0.11	0.607
18.00	37	0.14	0.799
18.10	152	0.09	0.672
18.20	261	0.11	0.615
18.30	277	0.12	0.614
18.40	274	0.12	0.614
18.50	282	0.12	0.613
18.60	287	0.12	0.613
18.70	286	0.12	0.613
18.80	288	0.12	0.614
18.90	290	0.12	0.614

Experiment #16 begin 
- freq    = 5.00 Hz
- rho_int = 1400.00 kg/m3
- rho_bed = 800.00 kg/m3

t(s)	cont	z_int	E_pot
1.10	272	0.11	0.590
1.20	45	0.12	0.787
1.30	168	0.10	0.630
1.40	39	0.13	0.785
1.50	150	0.09	0.648
1.60	32	0.15	0.769
1.70	158	0.10	0.624
1.80	22	0.13	0.796
1.90	119	0.10	0.665
2.00	40	0.13	0.749
2.10	195	0.11	0.613
2.20	45	0.14	0.792
2.30	154	0.10	0.646
2.40	13	0.14	0.795
2.50	131	0.10	0.651
2.60	29	0.15	0.783
2.70	150	0.11	0.634
2.80	17	0.14	0.803
2.90	116	0.10	0.669
3.00	26	0.13	0.756
3.10	175	0.10	0.615
3.20	18	0.14	0.807
3.30	115	0.09	0.677
3.40	41	0.14	0.739
3.50	243	0.10	0.599
3.60	23	0.13	0.800
3.70	138	0.09	0.658
3.80	31	0.15	0.747
3.90	226	0.11	0.593
4.00	54	0.18	0.806
4.10	131	0.10	0.669
4.20	53	0.16	0.735
4.30	244	0.12	0.591
4.40	28	0.17	0.822
4.50	105	0.10	0.686
4.60	37	0.14	0.736
4.70	238	0.11	0.608
4.80	35	0.17	0.799
4.90	120	0.11	0.657
5.00	44	0.16	0.755
5.10	189	0.11	0.617
5.20	27	0.17	0.808
5.30	103	0.10	0.681
5.40	18	0.17	0.749
5.50	204	0.12	0.599
5.60	43	0.19	0.809
5.70	101	0.13	0.662
5.80	45	0.18	0.759
5.90	193	0.14	0.618
6.00	43	0.18	0.791
6.10	143	0.15	0.653
6.20	54	0.18	0.777
6.30	149	0.14	0.644
6.40	35	0.18	0.780
6.50	147	0.14	0.644
6.60	43	0.21	0.774
6.70	172	0.18	0.636
6.80	9	0.25	0.786
6.90	120	0.18	0.634
7.00	32	0.28	0.779
7.10	132	0.19	0.643
7.20	51	0.29	0.780
7.30	130	0.22	0.641
7.40	38	0.30	0.768
7.50	133	0.22	0.624
7.60	58	0.32	0.777
7.70	120	0.23	0.638
7.80	62	0.35	0.747
7.90	172	0.26	0.610
8.00	60	0.34	0.765
8.10	145	0.24	0.623
8.20	48	0.35	0.750
8.30	150	0.25	0.602
8.40	44	0.38	0.804
8.50	89	0.27	0.673
8.60	36	0.36	0.731
8.70	192	0.28	0.593
8.80	38	0.37	0.782
8.90	125	0.27	0.642
9.00	36	0.37	0.740
9.10	188	0.29	0.605
9.20	43	0.38	0.764
9.30	146	0.29	0.629
9.40	39	0.38	0.753
9.50	170	0.31	0.603
9.60	42	0.40	0.757
9.70	160	0.28	0.609
9.80	46	0.39	0.739
9.90	187	0.29	0.593
10.00	38	0.38	0.752
10.10	183	0.29	0.600
10.20	28	0.39	0.721
10.30	217	0.32	0.568
10.40	54	0.41	0.761
10.50	162	0.31	0.618
10.60	54	0.43	0.743
10.70	186	0.34	0.590
10.80	55	0.43	0.774
10.90	123	0.32	0.628
11.00	40	0.42	0.735
11.10	188	0.33	0.583
11.20	46	0.43	0.777
11.30	113	0.31	0.635
11.40	44	0.42	0.737
11.50	200	0.33	0.580
11.60	35	0.42	0.760
11.70	149	0.30	0.612
11.80	24	0.43	0.740
11.90	139	0.33	0.609
12.00	37	0.46	0.749
12.10	156	0.34	0.613
12.20	19	0.44	0.748
12.30	130	0.33	0.622
12.40	25	0.43	0.752
12.50	151	0.33	0.617
12.60	32	0.42	0.751
12.70	167	0.33	0.605
12.80	34	0.39	0.743
12.90	168	0.28	0.607
13.00	41	0.41	0.741
13.10	181	0.30	0.599
13.20	46	0.44	0.750
13.30	168	0.33	0.609
13.40	36	0.46	0.762
13.50	130	0.36	0.630
13.60	33	0.44	0.745
13.70	141	0.34	0.618
13.80	32	0.47	0.731
13.90	181	0.36	0.587
14.00	42	0.50	0.779
14.10	128	0.41	0.648
14.20	57	0.49	0.735
14.30	174	0.38	0.595
14.40	55	0.52	0.757
14.50	158	0.42	0.639
14.60	50	0.48	0.705
14.70	242	0.41	0.574
14.80	72	0.54	0.785
14.90	139	0.49	0.666
15.00	67	0.49	0.698
15.10	218	0.41	0.580
15.20	48	0.52	0.750
15.30	172	0.40	0.606
15.40	64	0.51	0.722
15.50	206	0.40	0.591
15.60	43	0.52	0.728
15.70	195	0.40	0.593
15.80	62	0.52	0.748
15.90	166	0.42	0.608
16.00	42	0.55	0.728
16.10	173	0.44	0.591
16.20	36	0.54	0.735
16.30	162	0.43	0.601
16.40	33	0.54	0.752
16.50	133	0.44	0.623
16.60	69	0.52	0.743
16.70	171	0.42	0.606
16.80	54	0.55	0.727
16.90	191	0.46	0.597
17.00	51	0.55	0.733
17.10	186	0.45	0.597
17.20	50	0.52	0.727
17.30	193	0.41	0.595
17.40	50	0.50	0.724
17.50	194	0.40	0.593
17.60	56	0.51	0.751
17.70	166	0.42	0.628
17.80	55	0.50	0.698
17.90	228	0.43	0.562
18.00	71	0.56	0.756
18.10	149	0.49	0.630
18.20	251	0.51	0.587
18.30	270	0.50	0.581
18.40	282	0.50	0.580
18.50	291	0.50	0.579
18.60	287	0.50	0.579
18.70	289	0.50	0.578
18.80	284	0.50	0.577
18.90	294	0.50	0.575

Experiment #17 begin 
- freq    = 5.00 Hz
- rho_int = 700.00 kg/m3
- rho_bed = 900.00 kg/m3

t(s)	cont	z_int	E_pot
1.10	285	0.11	0.612
1.20	51	0.15	0.851
1.30	135	0.10	0.679
1.40	31	0.12	0.798
1.50	182	0.10	0.652
1.60	28	0.14	0.835
1.70	137	0.09	0.694
1.80	18	0.16	0.802
1.90	179	0.11	0.640
2.00	23	0.18	0.841
2.10	114	0.12	0.713
2.20	34	0.17	0.758
2.30	262	0.13	0.600
2.40	50	0.20	0.864
2.50	85	0.15	0.741
2.60	17	0.18	0.770
2.70	225	0.16	0.618
2.80	27	0.25	0.870
2.90	104	0.16	0.724
3.00	32	0.22	0.760
3.10	241	0.20	0.613
3.20	33	0.25	0.847
3.30	100	0.17	0.690
3.40	24	0.23	0.791
3.50	197	0.18	0.637
3.60	61	0.26	0.813
3.70	158	0.20	0.663
3.80	52	0.26	0.791
3.90	195	0.20	0.634
4.00	30	0.26	0.821
4.10	134	0.20	0.660
4.20	28	0.27	0.789
4.30	178	0.23	0.643
4.40	30	0.31	0.818
4.50	126	0.25	0.674
4.60	47	0.33	0.789
4.70	162	0.25	0.647
4.80	50	0.34	0.797
4.90	162	0.25	0.646
5.00	39	0.33	0.787
5.10	178	0.26	0.645
5.20	39	0.35	0.781
5.30	197	0.27	0.622
5.40	30	0.38	0.815
5.50	126	0.30	0.680
5.60	13	0.41	0.780
5.70	171	0.34	0.626
5.80	45	0.45	0.810
5.90	129	0.34	0.678
6.00	27	0.44	0.767
6.10	190	0.38	0.609
6.20	29	0.45	0.825
6.30	146	0.34	0.695
6.40	56	0.42	0.749
6.50	230	0.37	0.606
6.60	32	0.46	0.822
6.70	131	0.36	0.688
6.80	75	0.44	0.757
6.90	225	0.35	0.613
7.00	37	0.50	0.822
7.10	145	0.40	0.677
7.20	86	0.41	0.725
7.30	250	0.36	0.597
7.40	79	0.49	0.795
7.50	165	0.40	0.650
7.60	112	0.41	0.736
7.70	235	0.33	0.607
7.80	75	0.49	0.787
7.90	177	0.40	0.638
8.00	98	0.46	0.754
8.10	218	0.38	0.612
8.20	84	0.47	0.775
8.30	193	0.36	0.640
8.40	86	0.51	0.765
8.50	194	0.42	0.624
8.60	64	0.50	0.790
8.70	161	0.41	0.650
8.80	70	0.51	0.754
8.90	196	0.40	0.620
9.00	76	0.52	0.781
9.10	196	0.41	0.642
9.20	80	0.49	0.723
9.30	245	0.40	0.593
9.40	76	0.54	0.787
9.50	187	0.42	0.641
9.60	88	0.53	0.739
9.70	225	0.46	0.598
9.80	65	0.54	0.786
9.90	185	0.45	0.648
10.00	92	0.53	0.717
10.10	261	0.47	0.586
10.20	68	0.55	0.788
10.30	181	0.44	0.649
10.40	94	0.54	0.712
10.50	264	0.48	0.592
10.60	85	0.55	0.768
10.70	200	0.45	0.628
10.80	84	0.53	0.732
10.90	231	0.48	0.597
11.00	63	0.55	0.781
11.10	181	0.47	0.635
11.20	73	0.55	0.745
11.30	217	0.47	0.603
11.40	82	0.58	0.762
11.50	207	0.47	0.625
11.60	81	0.56	0.729
11.70	242	0.47	0.593
11.80	81	0.57	0.766
11.90	212	0.47	0.620
12.00	79	0.61	0.737
12.10	242	0.52	0.597
12.20	63	0.59	0.768
12.30	192	0.48	0.632
12.40	84	0.58	0.735
12.50	238	0.48	0.599
12.60	72	0.59	0.766
12.70	181	0.48	0.626
12.80	83	0.57	0.730
12.90	260	0.49	0.591
13.00	53	0.58	0.773
13.10	198	0.47	0.632
13.20	88	0.55	0.709
13.30	287	0.49	0.575
13.40	71	0.61	0.801
13.50	167	0.52	0.654
13.60	104	0.59	0.721
13.70	264	0.51	0.581
13.80	62	0.61	0.792
13.90	168	0.53	0.648
14.00	104	0.58	0.717
14.10	254	0.50	0.591
14.20	60	0.61	0.791
14.30	162	0.54	0.652
14.40	93	0.60	0.736
14.50	216	0.50	0.604
14.60	79	0.55	0.772
14.70	202	0.45	0.636
14.80	127	0.60	0.725
14.90	238	0.52	0.597
15.00	98	0.61	0.754
15.10	203	0.54	0.618
15.20	76	0.62	0.745
15.30	211	0.57	0.609
15.40	76	0.62	0.747
15.50	206	0.52	0.605
15.60	72	0.65	0.768
15.70	177	0.58	0.640
15.80	81	0.67	0.734
15.90	226	0.59	0.592
16.00	67	0.73	0.783
16.10	172	0.70	0.645
16.20	101	0.65	0.709
16.30	265	0.55	0.571
16.40	62	0.68	0.793
16.50	169	0.64	0.655
16.60	143	0.63	0.688
16.70	284	0.56	0.569
16.80	106	0.73	0.775
16.90	196	0.71	0.640
17.00	130	0.71	0.696
17.10	253	0.66	0.573
17.20	96	0.80	0.764
17.30	188	0.80	0.627
17.40	127	0.79	0.691
17.50	273	0.74	0.563
17.60	82	0.84	0.776
17.70	175	0.84	0.633
17.80	142	0.82	0.687
17.90	269	0.80	0.557
18.00	77	0.86	0.779
18.10	178	0.87	0.640
18.20	303	0.82	0.571
18.30	313	0.88	0.569
18.40	325	0.89	0.567
18.50	329	0.89	0.565
18.60	322	0.90	0.563
18.70	329	0.91	0.562
18.80	327	0.92	0.562
18.90	332	0.93	0.562

Experiment #18 begin 
- freq    = 5.00 Hz
- rho_int = 800.00 kg/m3
- rho_bed = 900.00 kg/m3

t(s)	cont	z_int	E_pot
1.10	278	0.11	0.625
1.20	28	0.14	0.870
1.30	106	0.10	0.722
1.40	43	0.11	0.781
1.50	239	0.10	0.638
1.60	32	0.12	0.859
1.70	130	0.09	0.713
1.80	22	0.11	0.775
1.90	229	0.10	0.623
2.00	26	0.15	0.864
2.10	118	0.10	0.710
2.20	34	0.14	0.810
2.30	173	0.10	0.657
2.40	59	0.16	0.828
2.50	133	0.11	0.678
2.60	23	0.18	0.822
2.70	125	0.11	0.675
2.80	34	0.15	0.810
2.90	173	0.11	0.664
3.00	43	0.14	0.818
3.10	180	0.11	0.664
3.20	29	0.15	0.820
3.30	168	0.10	0.676
3.40	28	0.15	0.829
3.50	143	0.11	0.692
3.60	36	0.16	0.825
3.70	154	0.10	0.683
3.80	42	0.15	0.818
3.90	172	0.11	0.668
4.00	29	0.17	0.828
4.10	151	0.11	0.682
4.20	50	0.17	0.809
4.30	187	0.12	0.662
4.40	31	0.18	0.835
4.50	140	0.12	0.690
4.60	59	0.17	0.808
4.70	167	0.12	0.671
4.80	20	0.17	0.813
4.90	147	0.11	0.673
5.00	47	0.16	0.821
5.10	166	0.11	0.685
5.20	25	0.17	0.813
5.30	158	0.11	0.670
5.40	39	0.16	0.818
5.50	171	0.10	0.672
5.60	71	0.14	0.818
5.70	167	0.10	0.676
5.80	54	0.12	0.819
5.90	159	0.09	0.679
6.00	65	0.12	0.793
6.10	208	0.10	0.652
6.20	29	0.13	0.816
6.30	167	0.11	0.676
6.40	49	0.12	0.824
6.50	157	0.10	0.674
6.60	38	0.13	0.807
6.70	176	0.11	0.666
6.80	47	0.12	0.814
6.90	162	0.11	0.673
7.00	46	0.13	0.812
7.10	166	0.10	0.681
7.20	26	0.11	0.818
7.30	160	0.10	0.682
7.40	32	0.11	0.805
7.50	190	0.10	0.653
7.60	64	0.11	0.827
7.70	153	0.10	0.686
7.80	63	0.11	0.808
7.90	174	0.10	0.667
8.00	22	0.13	0.813
8.10	174	0.09	0.665
8.20	28	0.12	0.834
8.30	140	0.09	0.697
8.40	37	0.12	0.807
8.50	166	0.10	0.668
8.60	44	0.16	0.826
8.70	156	0.10	0.678
8.80	35	0.17	0.808
8.90	166	0.11	0.670
9.00	37	0.16	0.802
9.10	184	0.11	0.645
9.20	29	0.16	0.829
9.30	146	0.10	0.683
9.40	36	0.15	0.790
9.50	205	0.11	0.643
9.60	30	0.15	0.842
9.70	141	0.10	0.686
9.80	52	0.15	0.793
9.90	215	0.10	0.646
10.00	31	0.14	0.829
10.10	161	0.10	0.676
10.20	62	0.14	0.798
10.30	208	0.10	0.651
10.40	32	0.15	0.838
10.50	151	0.09	0.688
10.60	18	0.15	0.811
10.70	170	0.11	0.668
10.80	29	0.17	0.808
10.90	174	0.11	0.652
11.00	49	0.16	0.823
11.10	154	0.12	0.678
11.20	41	0.17	0.815
11.30	177	0.12	0.667
11.40	15	0.17	0.836
11.50	117	0.12	0.692
11.60	46	0.16	0.802
11.70	155	0.13	0.660
11.80	38	0.20	0.834
11.90	118	0.15	0.697
12.00	31	0.20	0.797
12.10	199	0.17	0.653
12.20	33	0.24	0.841
12.30	134	0.17	0.699
12.40	34	0.21	0.799
12.50	183	0.19	0.645
12.60	41	0.23	0.827
12.70	135	0.19	0.673
12.80	46	0.24	0.813
12.90	160	0.20	0.662
13.00	52	0.24	0.815
13.10	161	0.19	0.650
13.20	46	0.26	0.809
13.30	145	0.19	0.672
13.40	53	0.24	0.810
13.50	166	0.19	0.653
13.60	42	0.27	0.834
13.70	114	0.20	0.694
13.80	33	0.29	0.774
13.90	217	0.25	0.611
14.00	40	0.36	0.863
14.10	104	0.29	0.727
14.20	50	0.31	0.759
14.30	257	0.28	0.617
14.40	34	0.36	0.847
14.50	114	0.24	0.694
14.60	47	0.29	0.765
14.70	240	0.27	0.611
14.80	38	0.37	0.860
14.90	96	0.27	0.706
15.00	64	0.32	0.769
15.10	230	0.26	0.616
15.20	45	0.36	0.826
15.30	155	0.26	0.684
15.40	71	0.36	0.750
15.50	272	0.30	0.600
15.60	60	0.40	0.867
15.70	99	0.31	0.738
15.80	69	0.37	0.731
15.90	265	0.33	0.603
16.00	54	0.41	0.841
16.10	114	0.32	0.706
16.20	47	0.38	0.765
16.30	182	0.31	0.633
16.40	58	0.41	0.819
16.50	149	0.32	0.676
16.60	68	0.40	0.745
16.70	237	0.33	0.611
16.80	73	0.44	0.807
16.90	173	0.34	0.662
17.00	66	0.44	0.749
17.10	239	0.37	0.605
17.20	46	0.49	0.814
17.30	156	0.40	0.672
17.40	119	0.44	0.742
17.50	237	0.39	0.604
17.60	71	0.49	0.812
17.70	160	0.40	0.674
17.80	101	0.50	0.726
17.90	260	0.45	0.592
18.00	49	0.56	0.802
18.10	167	0.50	0.665
18.20	263	0.53	0.616
18.30	285	0.53	0.614
18.40	288	0.53	0.614
18.50	288	0.53	0.614
18.60	289	0.54	0.613
18.70	293	0.54	0.613
18.80	293	0.54	0.612
18.90	291	0.54	0.612

Experiment #19 begin 
- freq    = 5.00 Hz
- rho_int = 900.00 kg/m3
- rho_bed = 900.00 kg/m3

t(s)	cont	z_int	E_pot
1.10	275	0.11	0.630
1.20	47	0.13	0.880
1.30	131	0.10	0.719
1.40	55	0.13	0.790
1.50	229	0.11	0.635
1.60	43	0.13	0.870
1.70	126	0.09	0.749
1.80	23	0.13	0.774
1.90	252	0.11	0.625
2.00	45	0.15	0.883
2.10	111	0.10	0.745
2.20	34	0.13	0.781
2.30	242	0.11	0.638
2.40	15	0.17	0.866
2.50	105	0.12	0.724
2.60	40	0.16	0.790
2.70	192	0.12	0.647
2.80	58	0.17	0.849
2.90	149	0.12	0.711
3.00	42	0.17	0.799
3.10	219	0.12	0.653
3.20	30	0.18	0.853
3.30	125	0.14	0.717
3.40	56	0.19	0.791
3.50	219	0.16	0.645
3.60	26	0.22	0.852
3.70	133	0.17	0.705
3.80	30	0.23	0.804
3.90	181	0.18	0.641
4.00	52	0.23	0.842
4.10	129	0.18	0.712
4.20	74	0.25	0.776
4.30	240	0.19	0.628
4.40	65	0.28	0.860
4.50	110	0.17	0.720
4.60	44	0.26	0.754
4.70	268	0.22	0.608
4.80	34	0.28	0.859
4.90	133	0.21	0.712
5.00	46	0.30	0.766
5.10	250	0.27	0.621
5.20	41	0.32	0.840
5.30	132	0.22	0.691
5.40	56	0.33	0.796
5.50	176	0.25	0.652
5.60	49	0.34	0.808
5.70	140	0.25	0.661
5.80	63	0.36	0.802
5.90	161	0.26	0.654
6.00	50	0.34	0.805
6.10	186	0.25	0.659
6.20	63	0.35	0.782
6.30	210	0.28	0.634
6.40	51	0.35	0.808
6.50	179	0.25	0.659
6.60	55	0.35	0.789
6.70	198	0.26	0.637
6.80	58	0.36	0.820
6.90	143	0.26	0.671
7.00	58	0.35	0.786
7.10	178	0.29	0.642
7.20	35	0.39	0.815
7.30	148	0.30	0.662
7.40	45	0.40	0.795
7.50	165	0.32	0.651
7.60	37	0.41	0.788
7.70	171	0.33	0.638
7.80	71	0.42	0.772
7.90	198	0.33	0.632
8.00	47	0.43	0.798
8.10	176	0.34	0.643
8.20	54	0.39	0.797
8.30	191	0.28	0.649
8.40	60	0.40	0.788
8.50	201	0.31	0.636
8.60	46	0.39	0.803
8.70	177	0.28	0.663
8.80	77	0.37	0.751
8.90	252	0.35	0.610
9.00	66	0.43	0.810
9.10	190	0.32	0.657
9.20	61	0.39	0.764
9.30	232	0.31	0.623
9.40	27	0.40	0.801
9.50	173	0.30	0.649
9.60	55	0.44	0.785
9.70	212	0.33	0.623
9.80	66	0.47	0.824
9.90	136	0.37	0.683
10.00	50	0.46	0.757
10.10	234	0.40	0.609
10.20	12	0.52	0.811
10.30	143	0.44	0.661
10.40	45	0.51	0.779
10.50	177	0.40	0.623
10.60	61	0.54	0.811
10.70	154	0.45	0.665
10.80	63	0.49	0.747
10.90	237	0.40	0.606
11.00	42	0.54	0.809
11.10	158	0.45	0.663
11.20	49	0.53	0.760
11.30	189	0.43	0.628
11.40	30	0.55	0.774
11.50	199	0.46	0.627
11.60	50	0.57	0.781
11.70	187	0.48	0.637
11.80	50	0.56	0.773
11.90	167	0.48	0.647
12.00	77	0.56	0.774
12.10	181	0.46	0.636
12.20	39	0.57	0.779
12.30	187	0.47	0.636
12.40	42	0.60	0.772
12.50	183	0.48	0.623
12.60	34	0.62	0.811
12.70	143	0.56	0.667
12.80	47	0.61	0.766
12.90	178	0.50	0.632
13.00	56	0.65	0.796
13.10	154	0.62	0.661
13.20	66	0.63	0.729
13.30	248	0.55	0.594
13.40	74	0.66	0.807
13.50	145	0.61	0.671
13.60	85	0.57	0.727
13.70	256	0.49	0.598
13.80	77	0.66	0.792
13.90	180	0.60	0.658
14.00	97	0.62	0.739
14.10	232	0.52	0.599
14.20	69	0.64	0.789
14.30	190	0.57	0.647
14.40	98	0.60	0.733
14.50	229	0.52	0.602
14.60	63	0.67	0.783
14.70	164	0.62	0.640
14.80	66	0.68	0.764
14.90	214	0.61	0.628
15.00	44	0.73	0.747
15.10	216	0.66	0.606
15.20	24	0.73	0.786
15.30	170	0.69	0.644
15.40	68	0.75	0.726
15.50	245	0.69	0.593
15.60	55	0.82	0.786
15.70	182	0.82	0.646
15.80	64	0.75	0.699
15.90	256	0.67	0.578
16.00	61	0.83	0.802
16.10	141	0.84	0.662
16.20	107	0.78	0.725
16.30	258	0.67	0.573
16.40	53	0.85	0.810
16.50	161	0.86	0.676
16.60	147	0.83	0.695
16.70	275	0.79	0.563
16.80	65	0.86	0.800
16.90	161	0.87	0.657
17.00	97	0.82	0.724
17.10	259	0.73	0.571
17.20	86	0.87	0.772
17.30	194	0.88	0.635
17.40	151	0.82	0.702
17.50	270	0.75	0.559
17.60	77	1.09	0.798
17.70	168	1.28	0.654
17.80	112	0.95	0.705
17.90	272	0.66	0.566
18.00	73	1.09	0.788
18.10	188	1.33	0.650
18.20	320	1.31	0.583
18.30	320	0.95	0.572
18.40	312	1.00	0.578
18.50	323	0.95	0.576
18.60	328	0.95	0.575
18.70	329	0.94	0.574
18.80	335	0.93	0.574
18.90	338	0.93	0.573

Experiment #20 begin 
- freq    = 5.00 Hz
- rho_int = 1000.00 kg/m3
- rho_bed = 900.00 kg/m3

t(s)	cont	z_int	E_pot
1.10	284	0.11	0.626
1.20	24	0.13	0.895
1.30	105	0.09	0.748
1.40	46	0.11	0.792
1.50	247	0.10	0.643
1.60	35	0.16	0.879
1.70	125	0.09	0.738
1.80	40	0.13	0.811
1.90	208	0.10	0.667
2.00	31	0.10	0.869
2.10	128	0.09	0.725
2.20	36	0.13	0.794
2.30	247	0.11	0.632
2.40	21	0.12	0.893
2.50	107	0.09	0.764
2.60	55	0.13	0.776
2.70	262	0.11	0.636
2.80	27	0.15	0.879
2.90	111	0.10	0.719
3.00	41	0.12	0.803
3.10	225	0.11	0.650
3.20	33	0.13	0.843
3.30	152	0.10	0.701
3.40	46	0.15	0.808
3.50	193	0.10	0.661
3.60	41	0.15	0.837
3.70	154	0.10	0.686
3.80	53	0.12	0.811
3.90	201	0.10	0.658
4.00	42	0.12	0.850
4.10	136	0.09	0.718
4.20	39	0.11	0.798
4.30	214	0.10	0.653
4.40	37	0.13	0.847
4.50	156	0.10	0.709
4.60	33	0.12	0.814
4.70	172	0.10	0.673
4.80	32	0.15	0.841
4.90	156	0.10	0.709
