
Experiment #1 begin 
- freq    = 5.00 Hz
- rho_int = 700.00 kg/m3
- rho_bed = 700.00 kg/m3

t(s)	cont	z_int	E_pot
8.20	37	0.28	0.659
8.30	174	0.18	0.533
8.40	34	0.28	0.679
8.50	162	0.17	0.558
8.60	64	0.27	0.643
8.70	218	0.20	0.528
8.80	53	0.30	0.673
8.90	159	0.21	0.552
9.00	25	0.28	0.658
9.10	174	0.22	0.537
9.20	24	0.33	0.664
9.30	161	0.25	0.540
9.40	42	0.31	0.659
9.50	182	0.24	0.538
9.60	19	0.32	0.644
9.70	191	0.26	0.528
9.80	46	0.33	0.664
9.90	162	0.24	0.544
10.00	20	0.33	0.653
10.10	190	0.26	0.526
10.20	40	0.36	0.664
10.30	159	0.26	0.537
10.40	39	0.37	0.669
10.50	142	0.27	0.544
10.60	45	0.37	0.678
10.70	144	0.27	0.556
10.80	29	0.34	0.654
10.90	170	0.24	0.528
11.00	41	0.37	0.660
11.10	179	0.27	0.538
11.20	40	0.34	0.657
11.30	172	0.25	0.529
11.40	43	0.36	0.674
11.50	151	0.25	0.550
11.60	40	0.33	0.647
11.70	185	0.26	0.527
11.80	39	0.32	0.663
11.90	158	0.24	0.538
12.00	23	0.35	0.652
12.10	174	0.27	0.529
12.20	14	0.34	0.667
12.30	145	0.26	0.546
12.40	21	0.33	0.660
12.50	130	0.26	0.550
12.60	34	0.34	0.656
12.70	137	0.25	0.536
12.80	24	0.37	0.676
12.90	130	0.27	0.556
13.00	39	0.36	0.662
13.10	144	0.25	0.535
13.20	23	0.37	0.677
13.30	138	0.27	0.557
13.40	37	0.34	0.648
13.50	170	0.26	0.524
13.60	41	0.35	0.677
13.70	139	0.25	0.555
13.80	41	0.36	0.643
13.90	204	0.28	0.517
14.00	38	0.37	0.684
14.10	129	0.27	0.559
14.20	20	0.36	0.655
14.30	175	0.27	0.526
14.40	24	0.37	0.657
14.50	166	0.28	0.526
14.60	47	0.38	0.660
14.70	161	0.30	0.539
14.80	22	0.38	0.664
14.90	156	0.29	0.539
15.00	39	0.38	0.664
15.10	156	0.30	0.540
15.20	22	0.42	0.658
15.30	149	0.32	0.532
15.40	43	0.45	0.652
15.50	174	0.36	0.528
15.60	51	0.45	0.670
15.70	151	0.34	0.552
15.80	39	0.41	0.630
15.90	203	0.35	0.514
16.00	50	0.43	0.667
16.10	150	0.34	0.551
16.20	56	0.42	0.638
16.30	187	0.34	0.520
16.40	31	0.41	0.668
16.50	153	0.31	0.545
16.60	35	0.42	0.640
16.70	172	0.32	0.523
16.80	44	0.43	0.654
16.90	166	0.32	0.541
17.00	37	0.43	0.653
17.10	179	0.33	0.534
17.20	46	0.43	0.630
17.30	210	0.36	0.507
17.40	54	0.45	0.666
17.50	133	0.35	0.554
17.60	31	0.43	0.627
17.70	199	0.36	0.516
17.80	47	0.47	0.637
17.90	180	0.38	0.522
18.00	43	0.47	0.648
18.10	171	0.38	0.537
18.20	253	0.43	0.518
18.30	278	0.43	0.516
18.40	277	0.43	0.516
18.50	277	0.43	0.515
18.60	278	0.43	0.515
18.70	271	0.43	0.514
18.80	269	0.42	0.512
18.90	279	0.42	0.512

Experiment #7 begin 
- freq    = 5.00 Hz
- rho_int = 1300.00 kg/m3
- rho_bed = 700.00 kg/m3

t(s)	cont	z_int	E_pot
1.10	264	0.11	0.529
1.20	18	0.14	0.721
1.30	116	0.10	0.586
1.40	28	0.12	0.690
1.50	150	0.10	0.564
1.60	9	0.10	0.695
1.70	135	0.11	0.561
1.80	25	0.11	0.691
1.90	153	0.10	0.562
2.00	41	0.14	0.685
2.10	136	0.11	0.563
2.20	31	0.13	0.702
2.30	112	0.11	0.577
2.40	19	0.15	0.707
2.50	95	0.10	0.591
2.60	47	0.15	0.688
2.70	136	0.11	0.563
2.80	31	0.14	0.697
2.90	136	0.10	0.557
3.00	45	0.13	0.720
3.10	90	0.10	0.593
3.20	34	0.12	0.674
3.30	172	0.11	0.549
3.40	35	0.14	0.707
3.50	94	0.10	0.576
3.60	27	0.12	0.686
3.70	129	0.11	0.562
3.80	35	0.14	0.688
3.90	139	0.10	0.563
4.00	36	0.15	0.704
4.10	105	0.10	0.587
4.20	32	0.13	0.668
4.30	201	0.10	0.545
4.40	29	0.15	0.717
4.50	113	0.10	0.597
4.60	29	0.14	0.675
4.70	165	0.10	0.552
4.80	28	0.12	0.702
4.90	131	0.10	0.577
5.00	50	0.15	0.657
5.10	220	0.11	0.535
5.20	60	0.11	0.712
5.30	131	0.10	0.588
5.40	36	0.12	0.660
5.50	216	0.11	0.533
5.60	16	0.10	0.705
5.70	134	0.09	0.586
5.80	18	0.09	0.672
5.90	184	0.10	0.549
6.00	10	0.11	0.700
6.10	119	0.09	0.584
6.20	27	0.13	0.666
6.30	174	0.11	0.545
6.40	23	0.14	0.705
6.50	129	0.10	0.589
6.60	35	0.14	0.647
6.70	233	0.11	0.531
6.80	44	0.15	0.699
6.90	146	0.10	0.576
7.00	23	0.14	0.673
7.10	187	0.11	0.553
7.20	50	0.14	0.696
7.30	133	0.09	0.573
7.40	53	0.13	0.679
7.50	151	0.10	0.557
7.60	39	0.12	0.691
7.70	170	0.09	0.564
7.80	42	0.12	0.682
7.90	179	0.10	0.553
8.00	30	0.11	0.706
8.10	117	0.09	0.591
8.20	35	0.12	0.696
8.30	141	0.09	0.574
8.40	30	0.13	0.705
8.50	136	0.09	0.580
8.60	28	0.14	0.699
8.70	140	0.10	0.577
8.80	18	0.13	0.702
8.90	150	0.10	0.578
9.00	23	0.12	0.681
9.10	167	0.10	0.559
9.20	30	0.12	0.692
9.30	157	0.10	0.562
9.40	37	0.12	0.685
9.50	168	0.10	0.561
9.60	26	0.12	0.693
9.70	130	0.09	0.575
9.80	32	0.12	0.685
9.90	149	0.10	0.561
10.00	32	0.12	0.703
10.10	112	0.10	0.588
10.20	35	0.13	0.677
10.30	165	0.11	0.549
10.40	22	0.16	0.714
10.50	110	0.10	0.587
10.60	41	0.13	0.671
10.70	179	0.11	0.545
10.80	31	0.15	0.687
10.90	147	0.10	0.569
11.00	27	0.13	0.676
11.10	167	0.11	0.554
11.20	23	0.14	0.699
11.30	139	0.10	0.568
11.40	40	0.15	0.674
11.50	186	0.11	0.550
11.60	41	0.13	0.689
11.70	170	0.10	0.563
11.80	33	0.12	0.684
11.90	172	0.10	0.566
12.00	37	0.13	0.674
12.10	179	0.11	0.542
12.20	15	0.14	0.716
12.30	104	0.09	0.600
12.40	28	0.13	0.660
12.50	206	0.11	0.545
12.60	31	0.14	0.705
12.70	130	0.10	0.582
12.80	32	0.13	0.656
12.90	219	0.10	0.537
13.00	50	0.14	0.684
13.10	176	0.10	0.557
13.20	20	0.14	0.681
13.30	170	0.10	0.558
13.40	49	0.14	0.667
13.50	179	0.11	0.544
13.60	33	0.14	0.702
13.70	132	0.10	0.575
13.80	9	0.16	0.671
13.90	185	0.12	0.538
14.00	27	0.16	0.701
14.10	117	0.10	0.575
14.20	38	0.13	0.664
14.30	209	0.11	0.537
14.40	22	0.14	0.695
14.50	157	0.10	0.571
14.60	43	0.13	0.653
14.70	236	0.12	0.517
14.80	22	0.15	0.705
14.90	137	0.10	0.580
15.00	43	0.14	0.653
15.10	240	0.12	0.526
15.20	36	0.15	0.701
15.30	145	0.10	0.575
15.40	54	0.14	0.662
15.50	204	0.11	0.535
15.60	37	0.14	0.690
15.70	147	0.10	0.568
15.80	27	0.14	0.680
15.90	173	0.10	0.556
16.00	36	0.14	0.689
16.10	151	0.10	0.571
16.20	41	0.13	0.685
16.30	167	0.11	0.553
16.40	37	0.15	0.699
16.50	131	0.10	0.583
16.60	15	0.17	0.679
16.70	161	0.11	0.556
16.80	27	0.18	0.705
16.90	119	0.10	0.584
17.00	15	0.14	0.667
17.10	185	0.10	0.549
17.20	38	0.14	0.704
17.30	134	0.10	0.583
17.40	32	0.14	0.675
17.50	185	0.10	0.554
17.60	28	0.16	0.709
17.70	120	0.10	0.581
17.80	29	0.15	0.686
17.90	149	0.11	0.565
18.00	14	0.16	0.691
18.10	157	0.11	0.569
18.20	253	0.11	0.550
18.30	272	0.11	0.545
18.40	273	0.11	0.541
18.50	271	0.11	0.541
18.60	276	0.11	0.540
18.70	275	0.11	0.540
18.80	280	0.11	0.540
18.90	281	0.11	0.540

Experiment #8 begin 
- freq    = 5.00 Hz
- rho_int = 1400.00 kg/m3
- rho_bed = 700.00 kg/m3

t(s)	cont	z_int	E_pot
1.10	267	0.11	0.531
1.20	28	0.12	0.729
1.30	119	0.09	0.592
1.40	34	0.11	0.672
1.50	206	0.10	0.550
1.60	42	0.12	0.699
1.70	157	0.10	0.576
1.80	14	0.13	0.690
1.90	160	0.11	0.553
2.00	29	0.14	0.709
2.10	133	0.10	0.580
2.20	30	0.11	0.684
2.30	154	0.11	0.562
2.40	41	0.12	0.693
2.50	152	0.11	0.561
2.60	26	0.11	0.689
2.70	162	0.10	0.561
2.80	20	0.13	0.695
2.90	135	0.10	0.565
3.00	34	0.14	0.693
3.10	167	0.10	0.559
3.20	25	0.15	0.680
3.30	170	0.10	0.555
3.40	22	0.12	0.691
3.50	169	0.10	0.560
3.60	38	0.13	0.711
3.70	141	0.10	0.583
3.80	30	0.15	0.691
3.90	151	0.10	0.564
4.00	34	0.15	0.697
4.10	152	0.10	0.582
4.20	44	0.17	0.679
4.30	168	0.10	0.561
4.40	39	0.17	0.693
4.50	162	0.11	0.568
4.60	30	0.19	0.681
4.70	169	0.11	0.558
4.80	37	0.18	0.701
4.90	139	0.10	0.579
5.00	23	0.17	0.678
5.10	186	0.11	0.547
5.20	39	0.17	0.708
5.30	133	0.10	0.578
5.40	36	0.16	0.673
5.50	202	0.10	0.550
5.60	22	0.16	0.693
5.70	143	0.11	0.568
5.80	22	0.13	0.683
5.90	170	0.11	0.568
6.00	21	0.13	0.703
6.10	131	0.10	0.584
6.20	25	0.13	0.679
6.30	174	0.10	0.560
6.40	32	0.15	0.708
6.50	123	0.10	0.593
6.60	39	0.15	0.684
6.70	161	0.10	0.569
6.80	24	0.14	0.683
6.90	173	0.11	0.563
7.00	31	0.18	0.694
7.10	143	0.11	0.570
7.20	40	0.16	0.686
7.30	163	0.11	0.559
7.40	37	0.17	0.699
7.50	138	0.11	0.580
7.60	19	0.15	0.686
7.70	172	0.11	0.554
7.80	49	0.18	0.700
7.90	143	0.11	0.572
8.00	47	0.15	0.700
8.10	150	0.10	0.570
8.20	33	0.13	0.687
8.30	171	0.10	0.554
8.40	29	0.10	0.712
8.50	129	0.09	0.586
8.60	45	0.12	0.674
8.70	185	0.10	0.557
8.80	37	0.11	0.706
8.90	127	0.09	0.593
9.00	40	0.14	0.664
9.10	204	0.10	0.544
9.20	34	0.13	0.710
9.30	127	0.09	0.595
9.40	39	0.13	0.661
9.50	226	0.10	0.553
9.60	56	0.13	0.683
9.70	186	0.09	0.564
9.80	43	0.12	0.701
9.90	141	0.09	0.590
10.00	44	0.14	0.674
10.10	212	0.10	0.555
10.20	31	0.15	0.705
10.30	141	0.10	0.588
10.40	48	0.18	0.680
10.50	185	0.11	0.557
10.60	19	0.20	0.696
10.70	168	0.13	0.564
10.80	11	0.21	0.698
10.90	146	0.14	0.568
11.00	20	0.23	0.699
11.10	126	0.16	0.569
11.20	23	0.26	0.691
11.30	143	0.17	0.563
11.40	27	0.26	0.704
11.50	115	0.17	0.578
11.60	43	0.26	0.673
11.70	161	0.18	0.553
11.80	26	0.28	0.696
11.90	121	0.18	0.570
12.00	58	0.29	0.679
12.10	161	0.22	0.551
12.20	50	0.32	0.692
12.30	140	0.25	0.568
12.40	19	0.33	0.701
12.50	124	0.25	0.574
12.60	40	0.31	0.665
12.70	182	0.23	0.551
12.80	40	0.31	0.671
12.90	155	0.25	0.547
13.00	49	0.35	0.683
13.10	151	0.26	0.562
13.20	27	0.37	0.673
13.30	142	0.27	0.558
13.40	27	0.35	0.679
13.50	146	0.26	0.562
13.60	52	0.33	0.657
13.70	201	0.26	0.536
13.80	21	0.39	0.670
13.90	168	0.31	0.551
14.00	48	0.38	0.663
14.10	200	0.30	0.542
14.20	49	0.40	0.671
14.30	187	0.32	0.555
14.40	70	0.38	0.655
14.50	206	0.31	0.542
14.60	33	0.41	0.678
14.70	146	0.35	0.561
14.80	36	0.42	0.672
14.90	152	0.33	0.559
15.00	40	0.41	0.678
15.10	149	0.32	0.566
15.20	35	0.40	0.668
15.30	162	0.31	0.549
15.40	12	0.43	0.675
15.50	161	0.33	0.548
15.60	37	0.45	0.664
15.70	171	0.36	0.541
15.80	38	0.48	0.654
15.90	166	0.38	0.538
16.00	50	0.48	0.651
16.10	183	0.39	0.533
16.20	46	0.49	0.670
16.30	151	0.42	0.560
16.40	53	0.52	0.655
16.50	172	0.44	0.539
16.60	67	0.52	0.661
16.70	164	0.45	0.545
16.80	61	0.54	0.657
16.90	168	0.46	0.545
17.00	51	0.52	0.666
17.10	126	0.46	0.560
17.20	54	0.53	0.640
17.30	181	0.46	0.526
17.40	59	0.57	0.664
17.50	148	0.51	0.552
17.60	56	0.56	0.632
17.70	203	0.47	0.519
17.80	46	0.59	0.665
17.90	151	0.54	0.552
18.00	60	0.59	0.633
18.10	190	0.54	0.528
18.20	245	0.54	0.519
18.30	270	0.53	0.516
18.40	276	0.54	0.515
18.50	272	0.54	0.515
18.60	277	0.54	0.515
18.70	277	0.54	0.515
18.80	273	0.54	0.515
18.90	279	0.54	0.515

Experiment #9 begin 
- freq    = 5.00 Hz
- rho_int = 700.00 kg/m3
- rho_bed = 800.00 kg/m3

t(s)	cont	z_int	E_pot
1.10	284	0.11	0.553
1.20	28	0.14	0.777
1.30	121	0.09	0.647
1.40	47	0.12	0.716
1.50	199	0.10	0.584
1.60	32	0.14	0.776
1.70	117	0.10	0.652
1.80	53	0.11	0.702
1.90	223	0.10	0.576
2.00	50	0.14	0.767
2.10	106	0.10	0.630
2.20	29	0.12	0.705
2.30	194	0.10	0.577
2.40	49	0.13	0.733
2.50	160	0.10	0.602
2.60	44	0.15	0.723
2.70	175	0.11	0.594
2.80	35	0.17	0.736
2.90	144	0.11	0.604
3.00	44	0.16	0.727
3.10	153	0.12	0.600
3.20	47	0.20	0.757
3.30	121	0.14	0.628
3.40	46	0.20	0.726
3.50	149	0.15	0.591
3.60	49	0.22	0.753
3.70	121	0.17	0.620
3.80	24	0.24	0.729
3.90	150	0.19	0.594
4.00	26	0.24	0.751
4.10	129	0.17	0.626
4.20	42	0.23	0.693
4.30	233	0.19	0.564
4.40	17	0.26	0.762
4.50	111	0.17	0.639
4.60	44	0.24	0.682
4.70	224	0.20	0.555
4.80	20	0.28	0.783
4.90	95	0.20	0.673
5.00	53	0.27	0.667
5.10	265	0.23	0.548
5.20	43	0.30	0.764
5.30	111	0.22	0.635
5.40	28	0.29	0.696
5.50	216	0.25	0.561
5.60	21	0.32	0.757
5.70	126	0.24	0.629
5.80	42	0.30	0.684
5.90	228	0.26	0.557
6.00	22	0.33	0.765
6.10	114	0.22	0.641
6.20	36	0.30	0.670
6.30	270	0.27	0.539
6.40	4	0.34	0.773
6.50	113	0.25	0.643
6.60	61	0.33	0.669
6.70	259	0.30	0.549
6.80	49	0.34	0.746
6.90	162	0.24	0.610
7.00	69	0.33	0.663
7.10	243	0.28	0.550
7.20	55	0.33	0.723
7.30	158	0.26	0.598
7.40	67	0.32	0.675
7.50	236	0.28	0.554
7.60	51	0.35	0.721
7.70	149	0.28	0.607
7.80	51	0.33	0.683
7.90	210	0.28	0.560
8.00	56	0.35	0.724
8.10	153	0.29	0.604
8.20	76	0.35	0.674
8.30	247	0.30	0.542
8.40	59	0.38	0.741
8.50	149	0.29	0.619
8.60	65	0.38	0.669
8.70	276	0.34	0.542
8.80	50	0.41	0.749
8.90	133	0.33	0.622
9.00	62	0.40	0.665
9.10	234	0.35	0.550
9.20	49	0.47	0.719
9.30	156	0.37	0.590
9.40	59	0.47	0.693
9.50	172	0.40	0.575
9.60	53	0.50	0.706
9.70	165	0.41	0.592
9.80	66	0.48	0.684
9.90	200	0.40	0.555
10.00	66	0.45	0.716
10.10	164	0.35	0.590
10.20	85	0.49	0.663
10.30	244	0.43	0.537
10.40	63	0.55	0.724
10.50	152	0.50	0.599
10.60	89	0.50	0.641
10.70	268	0.44	0.529
10.80	82	0.57	0.706
10.90	181	0.52	0.579
11.00	79	0.57	0.670
11.10	206	0.49	0.545
11.20	54	0.64	0.707
11.30	161	0.61	0.590
11.40	75	0.63	0.651
11.50	230	0.56	0.532
11.60	66	0.65	0.714
11.70	164	0.61	0.594
11.80	112	0.63	0.629
11.90	277	0.58	0.511
12.00	74	0.74	0.721
12.10	156	0.75	0.597
12.20	125	0.64	0.623
12.30	258	0.59	0.521
12.40	117	0.75	0.691
12.50	188	0.75	0.557
12.60	111	0.69	0.640
12.70	234	0.60	0.523
12.80	81	0.77	0.698
12.90	169	0.76	0.576
13.00	112	0.69	0.620
13.10	268	0.61	0.513
13.20	47	0.80	0.698
13.30	169	0.80	0.565
13.40	120	0.76	0.635
13.50	253	0.69	0.521
13.60	91	0.87	0.684
13.70	188	0.87	0.571
13.80	159	0.85	0.615
13.90	270	0.77	0.500
14.00	77	0.93	0.697
14.10	180	0.94	0.570
14.20	139	0.89	0.627
14.30	265	0.73	0.505
14.40	90	0.99	0.676
14.50	206	1.08	0.552
14.60	152	0.92	0.615
14.70	263	0.87	0.496
14.80	61	1.10	0.686
14.90	177	1.29	0.554
15.00	136	1.05	0.637
15.10	264	0.88	0.500
15.20	64	1.12	0.684
15.30	171	1.31	0.561
15.40	169	1.24	0.603
15.50	294	1.07	0.494
15.60	95	1.21	0.663
15.70	216	1.34	0.537
15.80	140	1.03	0.636
15.90	252	0.88	0.510
16.00	86	1.11	0.650
16.10	232	1.22	0.528
16.20	103	1.05	0.652
16.30	250	0.90	0.514
16.40	94	1.21	0.653
16.50	220	1.40	0.533
16.60	95	1.17	0.646
16.70	243	1.04	0.516
16.80	103	1.09	0.646
16.90	241	1.13	0.531
17.00	141	0.98	0.629
17.10	256	0.87	0.517
17.20	128	1.29	0.649
17.30	228	1.55	0.531
17.40	81	1.00	0.664
17.50	218	0.77	0.536
17.60	116	1.32	0.645
17.70	228	1.62	0.524
17.80	76	1.16	0.664
17.90	211	0.87	0.537
18.00	117	1.25	0.636
18.10	261	1.49	0.529
18.20	300	1.46	0.509
18.30	294	1.16	0.504
18.40	308	1.15	0.504
18.50	315	1.15	0.504
18.60	317	1.15	0.504
18.70	317	1.15	0.504
18.80	313	1.15	0.504
18.90	313	1.15	0.504

Experiment #10 begin 
- freq    = 5.00 Hz
- rho_int = 800.00 kg/m3
- rho_bed = 800.00 kg/m3

t(s)	cont	z_int	E_pot
1.10	271	0.10	0.558
1.20	24	0.14	0.775
1.30	122	0.10	0.632
1.40	42	0.13	0.699
1.50	213	0.11	0.572
1.60	30	0.15	0.765
1.70	112	0.10	0.632
1.80	33	0.15	0.725
1.90	187	0.11	0.591
2.00	28	0.16	0.763
2.10	121	0.10	0.635
2.20	28	0.12	0.710
2.30	225	0.10	0.581
2.40	39	0.13	0.764
2.50	125	0.10	0.641
2.60	56	0.12	0.711
2.70	203	0.10	0.584
2.80	34	0.13	0.747
2.90	135	0.10	0.621
3.00	33	0.13	0.718
3.10	186	0.10	0.592
3.20	26	0.14	0.751
3.30	147	0.10	0.623
3.40	36	0.15	0.726
3.50	190	0.10	0.590
3.60	9	0.16	0.761
3.70	134	0.10	0.628
3.80	36	0.13	0.722
3.90	189	0.10	0.588
4.00	32	0.12	0.771
4.10	115	0.09	0.649
4.20	35	0.13	0.734
4.30	168	0.10	0.605
4.40	33	0.13	0.743
4.50	162	0.10	0.612
4.60	65	0.14	0.748
4.70	154	0.10	0.623
4.80	32	0.13	0.751
4.90	148	0.09	0.624
5.00	29	0.13	0.735
5.10	159	0.10	0.604
5.20	40	0.13	0.728
5.30	179	0.10	0.602
5.40	36	0.13	0.746
5.50	155	0.09	0.618
5.60	40	0.13	0.737
5.70	190	0.09	0.597
5.80	47	0.12	0.754
5.90	137	0.09	0.624
6.00	36	0.12	0.728
6.10	185	0.09	0.596
6.20	41	0.12	0.760
6.30	134	0.09	0.632
6.40	48	0.12	0.737
6.50	162	0.10	0.612
6.60	24	0.14	0.730
6.70	167	0.11	0.589
6.80	41	0.16	0.745
6.90	134	0.10	0.627
7.00	40	0.15	0.715
7.10	205	0.11	0.588
7.20	38	0.14	0.758
7.30	134	0.10	0.636
7.40	38	0.12	0.711
7.50	210	0.10	0.582
7.60	49	0.16	0.771
7.70	136	0.10	0.635
7.80	41	0.13	0.695
7.90	234	0.10	0.571
8.00	33	0.16	0.757
8.10	139	0.10	0.619
8.20	34	0.17	0.728
8.30	162	0.12	0.599
8.40	28	0.17	0.754
8.50	142	0.13	0.621
8.60	32	0.16	0.728
8.70	186	0.11	0.581
8.80	44	0.17	0.749
8.90	132	0.12	0.630
9.00	35	0.16	0.702
9.10	223	0.11	0.569
9.20	24	0.18	0.759
9.30	139	0.12	0.631
9.40	39	0.15	0.703
9.50	244	0.11	0.562
9.60	33	0.17	0.758
9.70	152	0.10	0.622
9.80	52	0.19	0.716
9.90	189	0.12	0.588
10.00	27	0.19	0.758
10.10	138	0.12	0.627
10.20	36	0.20	0.717
10.30	217	0.12	0.576
10.40	34	0.21	0.758
10.50	138	0.12	0.627
10.60	23	0.18	0.725
10.70	186	0.11	0.581
10.80	20	0.21	0.762
10.90	124	0.12	0.627
11.00	29	0.16	0.727
11.10	184	0.11	0.590
11.20	10	0.16	0.755
11.30	129	0.11	0.613
11.40	53	0.15	0.731
11.50	161	0.11	0.593
11.60	31	0.14	0.735
11.70	182	0.10	0.597
11.80	30	0.12	0.716
11.90	191	0.10	0.586
12.00	41	0.13	0.742
12.10	170	0.10	0.604
12.20	54	0.15	0.736
12.30	172	0.10	0.591
12.40	37	0.16	0.758
12.50	125	0.12	0.635
12.60	27	0.18	0.716
12.70	203	0.13	0.577
12.80	56	0.18	0.766
12.90	118	0.14	0.637
13.00	40	0.21	0.716
13.10	202	0.18	0.590
13.20	39	0.23	0.755
13.30	125	0.17	0.625
13.40	60	0.23	0.715
13.50	180	0.18	0.582
13.60	42	0.26	0.766
13.70	135	0.18	0.645
13.80	51	0.23	0.681
13.90	251	0.19	0.556
14.00	30	0.27	0.776
14.10	118	0.20	0.657
14.20	38	0.25	0.680
14.30	245	0.22	0.555
14.40	33	0.29	0.754
14.50	121	0.23	0.625
14.60	40	0.29	0.705
14.70	189	0.24	0.575
14.80	17	0.34	0.770
14.90	106	0.25	0.639
15.00	24	0.29	0.688
15.10	213	0.25	0.562
15.20	21	0.33	0.732
15.30	128	0.25	0.605
15.40	18	0.31	0.700
15.50	208	0.27	0.561
15.60	30	0.37	0.739
15.70	115	0.27	0.598
15.80	16	0.33	0.717
15.90	147	0.26	0.583
16.00	26	0.33	0.717
16.10	155	0.27	0.574
16.20	39	0.35	0.715
16.30	145	0.29	0.577
16.40	49	0.36	0.737
16.50	130	0.26	0.596
16.60	46	0.36	0.708
16.70	161	0.30	0.571
16.80	30	0.41	0.742
16.90	132	0.32	0.599
17.00	26	0.40	0.708
17.10	177	0.35	0.566
17.20	18	0.42	0.712
17.30	162	0.32	0.579
17.40	30	0.41	0.713
17.50	155	0.33	0.580
17.60	26	0.41	0.712
17.70	160	0.35	0.581
17.80	49	0.43	0.716
17.90	150	0.34	0.584
18.00	33	0.45	0.726
18.10	139	0.37	0.607
18.20	242	0.39	0.578
18.30	262	0.39	0.573
18.40	279	0.39	0.572
18.50	279	0.39	0.570
18.60	283	0.39	0.570
18.70	292	0.39	0.570
18.80	289	0.39	0.570
18.90	289	0.39	0.570

Experiment #11 begin 
- freq    = 5.00 Hz
- rho_int = 900.00 kg/m3
- rho_bed = 800.00 kg/m3

t(s)	cont	z_int	E_pot
1.10	263	0.11	0.563
1.20	20	0.13	0.774
1.30	143	0.10	0.629
1.40	15	0.16	0.723
1.50	201	0.12	0.576
1.60	39	0.18	0.777
1.70	104	0.10	0.649
1.80	29	0.16	0.718
1.90	190	0.12	0.586
2.00	42	0.19	0.772
2.10	115	0.11	0.628
2.20	31	0.17	0.733
2.30	172	0.11	0.607
2.40	30	0.17	0.740
2.50	135	0.12	0.609
2.60	36	0.20	0.745
2.70	145	0.15	0.614
2.80	18	0.21	0.727
2.90	165	0.16	0.594
3.00	28	0.24	0.753
3.10	131	0.18	0.624
3.20	20	0.23	0.725
3.30	190	0.20	0.580
3.40	31	0.26	0.769
3.50	111	0.18	0.633
3.60	8	0.25	0.708
3.70	207	0.21	0.566
3.80	28	0.30	0.772
3.90	100	0.22	0.630
4.00	16	0.28	0.721
4.10	188	0.23	0.591
4.20	43	0.31	0.745
4.30	150	0.22	0.599
4.40	8	0.31	0.730
4.50	162	0.25	0.595
4.60	25	0.31	0.721
4.70	172	0.26	0.585
4.80	49	0.34	0.729
4.90	166	0.26	0.589
5.00	49	0.35	0.714
5.10	184	0.28	0.575
5.20	30	0.35	0.722
5.30	148	0.26	0.593
5.40	47	0.34	0.704
5.50	173	0.27	0.577
5.60	24	0.36	0.719
5.70	176	0.28	0.580
5.80	32	0.36	0.720
5.90	168	0.29	0.585
6.00	36	0.37	0.707
6.10	163	0.31	0.577
6.20	38	0.42	0.728
6.30	148	0.31	0.591
6.40	45	0.43	0.707
6.50	169	0.35	0.573
6.60	44	0.46	0.728
6.70	162	0.36	0.588
6.80	60	0.42	0.704
6.90	181	0.33	0.573
7.00	50	0.46	0.726
7.10	154	0.36	0.585
7.20	30	0.43	0.705
7.30	179	0.35	0.568
7.40	55	0.46	0.724
7.50	172	0.35	0.587
7.60	57	0.43	0.694
7.70	205	0.34	0.558
7.80	41	0.48	0.737
7.90	141	0.40	0.608
8.00	39	0.44	0.705
8.10	184	0.35	0.573
8.20	50	0.47	0.712
8.30	193	0.38	0.579
8.40	47	0.48	0.735
8.50	117	0.39	0.615
8.60	26	0.46	0.692
8.70	207	0.39	0.564
8.80	58	0.45	0.709
8.90	183	0.36	0.580
9.00	56	0.46	0.699
9.10	173	0.38	0.577
9.20	67	0.50	0.707
9.30	188	0.42	0.580
9.40	61	0.47	0.685
9.50	225	0.40	0.560
9.60	36	0.53	0.715
9.70	179	0.45	0.588
9.80	51	0.51	0.701
9.90	186	0.44	0.578
10.00	59	0.54	0.703
10.10	175	0.48	0.582
10.20	76	0.47	0.684
10.30	216	0.38	0.562
10.40	62	0.54	0.700
10.50	194	0.48	0.578
10.60	79	0.53	0.693
10.70	208	0.42	0.571
10.80	85	0.57	0.694
10.90	212	0.49	0.566
11.00	75	0.55	0.702
11.10	187	0.46	0.582
11.20	82	0.59	0.691
11.30	193	0.47	0.565
11.40	75	0.61	0.704
11.50	188	0.52	0.579
11.60	104	0.60	0.672
11.70	218	0.50	0.552
11.80	81	0.63	0.693
11.90	207	0.55	0.563
12.00	80	0.61	0.667
12.10	229	0.52	0.540
12.20	83	0.63	0.700
12.30	209	0.56	0.569
12.40	77	0.64	0.668
12.50	224	0.56	0.547
12.60	98	0.66	0.684
12.70	217	0.60	0.561
12.80	79	0.67	0.683
12.90	201	0.62	0.559
13.00	78	0.72	0.681
13.10	189	0.69	0.558
13.20	82	0.73	0.682
13.30	193	0.70	0.559
13.40	93	0.73	0.670
13.50	229	0.67	0.540
13.60	70	0.75	0.724
13.70	143	0.74	0.608
13.80	135	0.71	0.620
13.90	262	0.66	0.519
14.00	96	0.81	0.693
14.10	200	0.82	0.563
14.20	123	0.74	0.640
14.30	265	0.66	0.523
14.40	82	0.79	0.713
14.50	168	0.80	0.594
14.60	140	0.75	0.633
14.70	259	0.68	0.517
14.80	72	0.81	0.709
14.90	172	0.82	0.583
15.00	159	0.76	0.643
15.10	258	0.70	0.514
15.20	81	0.83	0.718
