,index,kn,gn,n_bed,d_int,d_bed,rho_int,rho_bed,freq,amp,gamma,zint_i,deg_i,E_pot,zint_f,deg_f,E_pot.1,label
386,386,1003,375,162,0.0134,0.0044,806.07,1056.69,49.92,0.007984003,80.15,0.1303,215,0.0755,0.3798,221,0.0458,B
387,387,1003,375,162,0.0134,0.0044,791.04,1056.69,49.92,0.007984003,80.15,0.1303,215,0.0755,0.3798,221,0.0458,B
388,388,1425,338,189,0.0135,0.0045,863.83,1006.98,15.16,0.01,7.59,0.1059,196,0.0904,0.3773,193,0.1089,B
389,389,1871,362,139,0.0132,0.0041,710.88,1188.42,37.21,0.008143181999999999,45.42,0.1689,56,0.0586,0.3754,67,0.0249,B
390,390,1871,362,139,0.0132,0.0041,791.04,1188.42,37.21,0.008143181999999999,45.42,0.1689,56,0.0586,0.3754,67,0.0249,B
391,391,1571,395,127,0.0144,0.0053,808.7,1160.46,40.21,0.007883855,51.35,0.1095,163,0.0904,0.3741,156,0.0558,B
392,392,1571,395,127,0.0144,0.0053,791.04,1160.46,40.21,0.007883855,51.35,0.1095,163,0.0904,0.3741,156,0.0558,B
393,393,1485,378,102,0.0128,0.0054,851.16,1050.06,41.03,0.01,44.9,0.1065,130,0.0757,0.374,147,0.0454,B
394,394,1593,303,183,0.0123,0.0047,712.53,1191.87,35.81,0.01,43.08,0.0854,223,0.0947,0.3725,246,0.1161,B
395,395,1593,303,183,0.0123,0.0047,791.04,1191.87,35.81,0.01,43.08,0.0854,223,0.0947,0.3725,246,0.1161,B
396,396,1799,310,123,0.0131,0.0052,872.46,1032.85,28.27,0.01,26.12,0.105,166,0.0821,0.3664,127,0.1106,B
397,397,1799,310,123,0.0131,0.0052,791.04,1032.85,28.27,0.01,26.12,0.105,166,0.0821,0.3664,127,0.1106,B
398,398,1950,326,153,0.0135,0.0058,876.06,1141.18,15.64,0.01,7.51,0.0663,218,0.1218,0.3606,215,0.1051,B
399,399,1915,367,182,0.0145,0.0045,774.15,1046.01,36.37,0.007341395,39.12,0.1024,56,0.0909,0.3591,50,0.0881,B
400,400,1915,367,182,0.0145,0.0045,791.04,1046.01,36.37,0.007341395,39.12,0.1024,56,0.0909,0.3591,50,0.0881,B
401,401,1681,377,151,0.0127,0.0058,837.3,1013.75,11.35,0.01,3.59,0.0576,200,0.1221,0.3589,192,0.1382,B
402,402,1681,377,151,0.0127,0.0058,791.04,1013.75,11.35,0.01,3.59,0.0576,200,0.1221,0.3589,192,0.1382,B
403,403,1126,324,172,0.013000000000000001,0.0042,829.75,1167.92,10.15,0.007662339000000001,3.18,0.1259,242,0.0723,0.3557,260,0.0917,B
404,404,1126,324,172,0.013000000000000001,0.0042,791.04,1167.92,10.15,0.007662339000000001,3.18,0.1259,242,0.0723,0.3557,260,0.0917,B
405,405,1422,370,161,0.0133,0.0042,812.91,1121.01,23.5,0.01,16.53,0.1419,151,0.0687,0.355,130,0.067,B
406,406,1422,370,161,0.0133,0.0042,791.04,1121.01,23.5,0.01,16.53,0.1419,151,0.0687,0.355,130,0.067,B
407,407,1406,307,193,0.0137,0.0057,741.95,1116.75,10.57,0.00799869,3.6,0.0568,348,0.1451,0.3509,365,0.107,B
408,408,1406,307,193,0.0137,0.0057,791.04,1116.75,10.57,0.00799869,3.6,0.0568,348,0.1451,0.3509,365,0.107,B
409,409,1864,320,119,0.0132,0.0041,778.04,1080.62,16.86,0.01,8.88,0.1972,53,0.0497,0.3488,44,0.0702,B
410,410,1000,395,101,0.0121,0.0046,745.92,1130.31,37.13,0.01,43.93,0.1539,127,0.0542,0.3488,137,0.0209,B
411,411,1876,315,144,0.0133,0.0053,862.25,1108.91,31.84,0.01,26.69,0.0835,182,0.0989,0.3482,192,0.0864,B
412,412,1770,329,186,0.0142,0.0042,860.34,1135.02,48.06,0.007228625,67.26,0.1374,118,0.0799,0.3476,32,0.1296,B
413,413,1770,329,186,0.0142,0.0042,791.04,1135.02,48.06,0.007228625,67.26,0.1374,118,0.0799,0.3476,32,0.1296,B
414,414,1827,352,183,0.0121,0.0053,829.56,1134.57,35.06,0.01,36.71,0.0585,251,0.1233,0.3462,232,0.1328,B
415,415,1681,301,159,0.0144,0.0049,735.71,1063.32,15.96,0.01,6.89,0.1054,177,0.094,0.3455,210,0.1077,B
416,416,1681,301,159,0.0144,0.0049,791.04,1063.32,15.96,0.01,6.89,0.1054,177,0.094,0.3455,210,0.1077,B
417,417,1452,374,136,0.0125,0.0047,879.19,1101.15,18.58,0.007133235999999999,9.92,0.1169,162,0.0725,0.3449,163,0.057,B
418,418,1452,374,136,0.0125,0.0047,791.04,1101.15,18.58,0.007133235999999999,9.92,0.1169,162,0.0725,0.3449,163,0.057,B
419,419,1992,385,157,0.0141,0.0044,789.59,1172.89,15.66,0.006508693,6.43,0.129,68,0.0726,0.3416,46,0.0486,B
420,420,1992,385,157,0.0141,0.0044,791.04,1172.89,15.66,0.006508693,6.43,0.129,68,0.0726,0.3416,46,0.0486,B
421,421,1913,359,136,0.0141,0.0045,851.26,1042.53,43.81,0.01,55.46,0.1476,92,0.0692,0.3396,69,0.0504,B
422,422,1725,353,189,0.0145,0.0055,782.9,1064.57,24.91,0.01,20.55,0.0691,240,0.1321,0.3378,266,0.1178,B
423,423,1725,353,189,0.0145,0.0055,791.04,1064.57,24.91,0.01,20.55,0.0691,240,0.1321,0.3378,266,0.1178,B
424,424,1243,319,119,0.0147,0.0046,740.99,1113.59,15.14,0.006638578000000001,6.13,0.1655,160,0.0654,0.3312,183,0.0656,C
425,425,1243,319,119,0.0147,0.0046,791.04,1113.59,15.14,0.006638578000000001,6.13,0.1655,160,0.0654,0.3312,183,0.0656,C
426,426,1863,399,177,0.0147,0.0048,810.01,1129.3,14.03,0.007074795,5.61,0.1071,148,0.0986,0.3238,128,0.0678,C
427,427,1863,399,177,0.0147,0.0048,791.04,1129.3,14.03,0.007074795,5.61,0.1071,148,0.0986,0.3238,128,0.0678,C
428,428,1389,397,133,0.012,0.004,840.32,1070.13,16.08,0.01,6.9,0.154,95,0.0541,0.3236,106,0.0776,C
429,429,1040,320,141,0.0122,0.0052,884.31,1029.41,14.93,0.00765074,6.87,0.0709,249,0.0902,0.3226,269,0.0576,C
430,430,1040,320,141,0.0122,0.0052,791.04,1029.41,14.93,0.00765074,6.87,0.0709,249,0.0902,0.3226,269,0.0576,C
431,431,1934,373,135,0.0146,0.0052,753.46,1041.63,15.0,0.01,6.1,0.1124,124,0.0884,0.3169,126,0.0803,C
432,432,1731,324,157,0.0121,0.0047,883.71,1082.77,20.43,0.01,12.49,0.091,151,0.0807,0.3139,142,0.1089,C
433,433,1731,324,157,0.0121,0.0047,791.04,1082.77,20.43,0.01,12.49,0.091,151,0.0807,0.3139,142,0.1089,C
434,434,1879,386,115,0.0123,0.0045,763.25,1150.37,29.64,0.008259215,29.23,0.1569,82,0.0578,0.3058,51,0.0382,C
435,435,1879,386,115,0.0123,0.0045,791.04,1150.37,29.64,0.008259215,29.23,0.1569,82,0.0578,0.3058,51,0.0382,C
436,436,1944,336,125,0.0142,0.006,823.8,1082.82,25.95,0.007051907,19.13,0.0776,179,0.1116,0.3041,183,0.0921,C
437,437,1944,336,125,0.0142,0.006,791.04,1082.82,25.95,0.007051907,19.13,0.0776,179,0.1116,0.3041,183,0.0921,C
438,438,1466,381,186,0.0138,0.0045,777.04,1065.68,34.87,0.01,41.5,0.1094,169,0.0903,0.3024,168,0.096,C
439,439,1466,381,186,0.0138,0.0045,791.04,1065.68,34.87,0.01,41.5,0.1094,169,0.0903,0.3024,168,0.096,C
440,440,1242,362,191,0.0136,0.0046,820.99,1038.17,37.72,0.007934936,45.48,0.102,243,0.0938,0.302,220,0.1061,C
441,441,1242,362,191,0.0136,0.0046,791.04,1038.17,37.72,0.007934936,45.48,0.102,243,0.0938,0.302,220,0.1061,C
442,442,1995,362,121,0.0131,0.0057,817.25,1089.6,44.65,0.01,66.56,0.0822,145,0.0965,0.2977,152,0.0962,C
443,443,1946,318,189,0.0131,0.0053,811.25,1152.82,26.13,0.007085971,19.49,0.0656,234,0.1239,0.2938,233,0.1029,C
444,444,1946,318,189,0.0131,0.0053,791.04,1152.82,26.13,0.007085971,19.49,0.0656,234,0.1239,0.2938,233,0.1029,C
445,445,1913,350,125,0.0133,0.0048,820.84,1099.49,22.96,0.007925135,16.83,0.1282,107,0.0723,0.2876,101,0.0799,C
446,446,1913,350,125,0.0133,0.0048,791.04,1099.49,22.96,0.007925135,16.83,0.1282,107,0.0723,0.2876,101,0.0799,C
447,447,1550,388,180,0.0127,0.0055,711.3,1153.78,10.19,0.01,3.02,0.0583,245,0.1273,0.2873,279,0.1409,C
448,448,1861,321,164,0.0122,0.0052,870.59,1108.48,10.42,0.01,3.3,0.0685,185,0.1029,0.2868,197,0.1116,C
449,449,1861,321,164,0.0122,0.0052,791.04,1108.48,10.42,0.01,3.3,0.0685,185,0.1029,0.2868,197,0.1116,C
450,450,1511,319,121,0.0142,0.0066,825.34,1051.97,15.95,0.01,7.72,0.0604,205,0.1301,0.2831,229,0.1308,C
451,451,1837,332,193,0.0122,0.0043,724.53,1024.57,38.22,0.008416922,49.53,0.0795,96,0.0857,0.281,89,0.06,C
452,452,1837,332,193,0.0122,0.0043,791.04,1024.57,38.22,0.008416922,49.53,0.0795,96,0.0857,0.281,89,0.06,C
453,453,1475,377,197,0.0137,0.0043,763.2,1169.92,36.04,0.008019222,41.96,0.1165,198,0.0867,0.2802,199,0.0816,C
454,454,1475,377,197,0.0137,0.0043,791.04,1169.92,36.04,0.008019222,41.96,0.1165,198,0.0867,0.2802,199,0.0816,C
455,455,1960,307,132,0.0145,0.0045,879.83,1098.46,46.02,0.006866295,58.58,0.1566,94,0.0687,0.2794,87,0.0428,C
456,456,1960,307,132,0.0145,0.0045,791.04,1098.46,46.02,0.006866295,58.58,0.1566,94,0.0687,0.2794,87,0.0428,C
457,457,1531,372,141,0.0128,0.0057,882.64,1028.34,18.38,0.007862471999999999,10.7,0.0701,192,0.1082,0.2791,195,0.0734,C
458,458,1531,372,141,0.0128,0.0057,791.04,1028.34,18.38,0.007862471999999999,10.7,0.0701,192,0.1082,0.2791,195,0.0734,C
459,459,1938,315,133,0.0133,0.0042,742.02,1199.43,42.86,0.006890441,50.99,0.1745,89,0.0584,0.278,79,0.0637,C
460,460,1938,315,133,0.0133,0.0042,791.04,1199.43,42.86,0.006890441,50.99,0.1745,89,0.0584,0.278,79,0.0637,C
461,461,1599,318,169,0.0144,0.0042,892.55,1061.19,41.17,0.007762122,53.0,0.1527,114,0.0707,0.2728,120,0.0941,C
462,462,1599,318,169,0.0144,0.0042,791.04,1061.19,41.17,0.007762122,53.0,0.1527,114,0.0707,0.2728,120,0.0941,C
463,463,1446,348,177,0.0144,0.0041,863.24,1034.35,16.34,0.01,7.51,0.1634,112,0.0702,0.2727,131,0.0557,C
464,464,1851,301,155,0.012,0.0054,863.2,1188.67,28.91,0.01,25.6,0.0656,221,0.1055,0.2726,214,0.1056,C
465,465,1851,301,155,0.012,0.0054,791.04,1188.67,28.91,0.01,25.6,0.0656,221,0.1055,0.2726,214,0.1056,C
466,466,1018,390,180,0.0131,0.0048,813.12,1132.31,16.87,0.01,7.78,0.0894,265,0.0968,0.2712,291,0.1089,C
467,467,1018,390,180,0.0131,0.0048,791.04,1132.31,16.87,0.01,7.78,0.0894,265,0.0968,0.2712,291,0.1089,C
468,468,1688,358,171,0.0137,0.0052,795.88,1052.55,21.6,0.006778416999999999,12.74,0.0832,212,0.1083,0.2709,207,0.1192,C
469,469,1688,358,171,0.0137,0.0052,791.04,1052.55,21.6,0.006778416999999999,12.74,0.0832,212,0.1083,0.2709,207,0.1192,C
470,470,1994,387,178,0.0144,0.0063,713.09,1057.47,11.39,0.01,4.09,0.049,249,0.1674,0.2679,232,0.1838,C
471,471,1414,320,105,0.015,0.0059,821.29,1106.97,24.1,0.007013597,16.41,0.1103,180,0.08900000000000001,0.263,191,0.0785,C
472,472,1414,320,105,0.015,0.0059,791.04,1106.97,24.1,0.007013597,16.41,0.1103,180,0.08900000000000001,0.263,191,0.0785,C
473,473,1770,376,131,0.0121,0.0048,890.0,1146.14,21.76,0.008293828,15.82,0.1072,131,0.0725,0.2609,129,0.0428,C
474,474,1770,376,131,0.0121,0.0048,791.04,1146.14,21.76,0.008293828,15.82,0.1072,131,0.0725,0.2609,129,0.0428,C
475,475,1522,398,106,0.0121,0.0048,744.13,1153.05,17.48,0.007896775,9.72,0.1247,113,0.0629,0.2607,131,0.0286,C
476,476,1522,398,106,0.0121,0.0048,791.04,1153.05,17.48,0.007896775,9.72,0.1247,113,0.0629,0.2607,131,0.0286,C
477,477,1726,392,184,0.0147,0.0054,748.68,1079.66,29.51,0.01,28.01,0.0698,211,0.1295,0.2602,203,0.1331,C
478,478,1726,392,184,0.0147,0.0054,791.04,1079.66,29.51,0.01,28.01,0.0698,211,0.1295,0.2602,203,0.1331,C
479,479,1139,365,179,0.0127,0.0053,897.15,1165.51,12.16,0.01,4.35,0.0682,290,0.11599999999999999,0.2549,331,0.1284,C
480,480,1869,399,138,0.0139,0.0048,758.43,1024.36,27.36,0.01,25.5,0.1119,113,0.0794,0.2507,100,0.08199999999999999,C
481,481,1869,399,138,0.0139,0.0048,791.04,1024.36,27.36,0.01,25.5,0.1119,113,0.0794,0.2507,100,0.08199999999999999,C
482,482,1880,386,186,0.013999999999999999,0.0052,790.63,1143.56,45.32,0.01,68.86,0.0792,211,0.1175,0.2495,168,0.0812,C
483,483,1664,375,130,0.013000000000000001,0.0043,739.94,1143.06,22.22,0.007224953,14.37,0.1617,97,0.0581,0.2442,108,0.0375,C
484,484,1664,375,130,0.013000000000000001,0.0043,791.04,1143.06,22.22,0.007224953,14.37,0.1617,97,0.0581,0.2442,108,0.0375,C
485,485,1534,367,189,0.0124,0.0046,846.49,1114.08,14.22,0.01,6.03,0.0865,198,0.0918,0.2425,193,0.0627,C
486,486,1428,397,168,0.0148,0.0045,874.38,1022.31,41.91,0.01,57.24,0.1265,159,0.08199999999999999,0.2308,161,0.0617,C
487,487,1723,372,139,0.0136,0.0057,810.12,1144.57,28.34,0.007804194,25.25,0.0675,190,0.1109,0.2299,213,0.1361,C
488,488,1723,372,139,0.0136,0.0057,791.04,1144.57,28.34,0.007804194,25.25,0.0675,190,0.1109,0.2299,213,0.1361,C
489,489,1308,388,142,0.0146,0.0059,714.3,1163.93,13.61,0.006740903,5.03,0.0795,215,0.1148,0.2003,228,0.139,C
490,490,1308,388,142,0.0146,0.0059,791.04,1163.93,13.61,0.006740903,5.03,0.0795,215,0.1148,0.2003,228,0.139,C
491,491,1848,323,176,0.0137,0.0059,792.47,1117.2,18.16,0.006691699000000001,8.89,0.0569,241,0.1401,0.1868,278,0.1619,C
492,492,1848,323,176,0.0137,0.0059,791.04,1117.2,18.16,0.006691699000000001,8.89,0.0569,241,0.1401,0.1868,278,0.1619,C
493,493,1038,344,137,0.0129,0.0046,744.96,1103.81,25.66,0.007231055,19.18,0.1302,193,0.0695,0.1341,196,0.0427,C
494,494,1038,344,137,0.0129,0.0046,791.04,1103.81,25.66,0.007231055,19.18,0.1302,193,0.0695,0.1341,196,0.0427,C
495,495,1432,346,156,0.0138,0.0046,861.25,1019.57,49.44,0.01,80.61,0.1219,172,0.0804,0.1178,176,0.0604,C
496,496,1979,349,140,0.013000000000000001,0.0042,773.45,1140.28,25.96,0.007333786,19.91,0.1273,32,0.0666,0.1143,57,0.0802,C
497,497,1979,349,140,0.013000000000000001,0.0042,791.04,1140.28,25.96,0.007333786,19.91,0.1273,32,0.0666,0.1143,57,0.0802,C
498,498,1332,393,158,0.0129,0.0047,788.66,1061.7,44.19,0.01,57.43,0.1066,188,0.0827,0.1128,164,0.0972,C
499,499,1230,358,126,0.0145,0.0054,893.28,1125.56,18.97,0.008077716,11.71,0.0997,192,0.0919,0.1117,199,0.1124,C
500,500,1230,358,126,0.0145,0.0054,791.04,1125.56,18.97,0.008077716,11.71,0.0997,192,0.0919,0.1117,199,0.1124,C
501,501,1045,353,118,0.0131,0.0055,702.72,1004.82,25.3,0.008159641,21.04,0.0883,176,0.0887,0.1017,193,0.0538,C
502,502,1045,353,118,0.0131,0.0055,791.04,1004.82,25.3,0.008159641,21.04,0.0883,176,0.0887,0.1017,193,0.0538,C
503,503,1892,370,118,0.0146,0.0059,817.11,1020.48,31.39,0.007376575,29.28,0.0919,141,0.1011,0.0991,145,0.0719,C
504,504,1892,370,118,0.0146,0.0059,791.04,1020.48,31.39,0.007376575,29.28,0.0919,141,0.1011,0.0991,145,0.0719,C
505,505,1254,319,109,0.0135,0.0057,760.09,1127.92,22.26,0.006497645,12.97,0.1014,191,0.0867,0.0987,191,0.1052,C
506,506,1254,319,109,0.0135,0.0057,791.04,1127.92,22.26,0.006497645,12.97,0.1014,191,0.0867,0.0987,191,0.1052,C
507,507,1023,304,159,0.0132,0.0051,864.01,1153.06,40.04,0.008412361,54.33,0.0866,291,0.1003,0.0918,278,0.0857,C
508,508,1023,304,159,0.0132,0.0051,791.04,1153.06,40.04,0.008412361,54.33,0.0866,291,0.1003,0.0918,278,0.0857,C
509,509,1786,332,190,0.0122,0.0078,745.78,1131.03,23.77,0.008220188,18.71,0.0655,367,0.2548,0.083,433,0.2306,C
510,510,1786,332,190,0.0122,0.0078,791.04,1131.03,23.77,0.008220188,18.71,0.0655,367,0.2548,0.083,433,0.2306,C
511,511,1781,352,148,0.0143,0.0059,808.12,1035.98,29.47,0.006799868000000001,23.79,0.0699,209,0.1229,0.0809,228,0.0958,C
512,512,1781,352,148,0.0143,0.0059,791.04,1035.98,29.47,0.006799868000000001,23.79,0.0699,209,0.1229,0.0809,228,0.0958,C
513,513,1084,387,143,0.0137,0.0056,760.7,1024.06,48.43,0.008394989,79.32,0.0811,225,0.1085,0.0788,234,0.1387,C
514,514,1084,387,143,0.0137,0.0056,791.04,1024.06,48.43,0.008394989,79.32,0.0811,225,0.1085,0.0788,234,0.1387,C
515,515,1653,344,139,0.0125,0.0055,883.72,1083.25,38.27,0.0069356159999999995,40.92,0.0727,194,0.1005,0.0783,200,0.0981,C
516,516,1653,344,139,0.0125,0.0055,791.04,1083.25,38.27,0.0069356159999999995,40.92,0.0727,194,0.1005,0.0783,200,0.0981,C
517,517,1099,348,138,0.0144,0.006,804.53,1089.51,14.49,0.0072829999999999995,6.16,0.0744,243,0.1164,0.0751,291,0.0969,C
518,518,1099,348,138,0.0144,0.006,791.04,1089.51,14.49,0.0072829999999999995,6.16,0.0744,243,0.1164,0.0751,291,0.0969,C
519,519,1554,342,107,0.0125,0.0062,841.51,1118.08,23.7,0.008122976,18.38,0.0641,169,0.0996,0.075,177,0.1211,C
520,520,1554,342,107,0.0125,0.0062,791.04,1118.08,23.7,0.008122976,18.38,0.0641,169,0.0996,0.075,177,0.1211,C
521,521,1594,344,160,0.0127,0.006,850.67,1048.01,29.97,0.007853,28.39,0.0473,250,0.1355,0.0749,283,0.1607,C
522,522,1231,307,109,0.0135,0.0065,767.78,1021.56,48.48,0.006864164,64.99,0.0686,180,0.111,0.0738,222,0.0799,C
523,523,1231,307,109,0.0135,0.0065,791.04,1021.56,48.48,0.006864164,64.99,0.0686,180,0.111,0.0738,222,0.0799,C
524,524,1074,346,118,0.0141,0.0063,844.27,1104.28,12.76,0.007181016,4.71,0.071,214,0.1146,0.0732,251,0.0923,C
525,525,1074,346,118,0.0141,0.0063,791.04,1104.28,12.76,0.007181016,4.71,0.071,214,0.1146,0.0732,251,0.0923,C
526,526,1941,384,164,0.0145,0.0059,736.5,1108.56,18.04,0.006658977,8.73,0.0655,226,0.1364,0.0726,223,0.1206,C
527,527,1941,384,164,0.0145,0.0059,791.04,1108.56,18.04,0.006658977,8.73,0.0655,226,0.1364,0.0726,223,0.1206,C
528,528,1032,380,119,0.0132,0.0061,880.78,1134.16,15.4,0.01,7.58,0.0685,206,0.1078,0.0711,229,0.0951,C
529,529,1996,392,135,0.012,0.0056,703.14,1184.74,38.09,0.008305087,48.54,0.0642,163,0.1024,0.0703,161,0.0972,C
530,530,1996,392,135,0.012,0.0056,791.04,1184.74,38.09,0.008305087,48.54,0.0642,163,0.1024,0.0703,161,0.0972,C
531,531,1079,345,187,0.0133,0.0053,759.46,1076.87,18.82,0.0069174219999999995,9.87,0.0646,314,0.1211,0.0668,351,0.1159,C
532,532,1079,345,187,0.0133,0.0053,791.04,1076.87,18.82,0.0069174219999999995,9.87,0.0646,314,0.1211,0.0668,351,0.1159,C
533,533,1448,326,174,0.0149,0.006,728.94,1027.64,33.22,0.007474763000000001,33.23,0.0658,289,0.1428,0.0653,321,0.1327,C
534,534,1448,326,174,0.0149,0.006,791.04,1027.64,33.22,0.007474763000000001,33.23,0.0658,289,0.1428,0.0653,321,0.1327,C
535,535,1300,385,141,0.0146,0.0065,798.45,1047.03,33.68,0.006965604,31.83,0.0579,231,0.1417,0.0651,266,0.1326,C
536,536,1300,385,141,0.0146,0.0065,791.04,1047.03,33.68,0.006965604,31.83,0.0579,231,0.1417,0.0651,266,0.1326,C
537,537,1657,309,153,0.0141,0.0062,851.57,1045.69,24.86,0.007326371,18.24,0.0583,246,0.1368,0.0644,255,0.1298,C
538,538,1657,309,153,0.0141,0.0062,791.04,1045.69,24.86,0.007326371,18.24,0.0583,246,0.1368,0.0644,255,0.1298,C
539,539,1474,392,119,0.0141,0.0068,753.83,1044.4,39.0,0.007757199,47.53,0.0549,189,0.1346,0.0643,214,0.1194,C
540,540,1474,392,119,0.0141,0.0068,791.04,1044.4,39.0,0.007757199,47.53,0.0549,189,0.1346,0.0643,214,0.1194,C
541,541,1075,319,140,0.0126,0.0067,728.69,1036.21,33.89,0.007765696999999999,35.93,0.0448,266,0.1439,0.0622,315,0.1694,C
542,542,1075,319,140,0.0126,0.0067,791.04,1036.21,33.89,0.007765696999999999,35.93,0.0448,266,0.1439,0.0622,315,0.1694,C
543,543,1099,308,138,0.0129,0.006,741.12,1026.21,16.26,0.0072577959999999995,7.73,0.0607,264,0.1164,0.0612,278,0.129,C
544,544,1099,308,138,0.0129,0.006,791.04,1026.21,16.26,0.0072577959999999995,7.73,0.0607,264,0.1164,0.0612,278,0.129,C
545,545,1004,325,144,0.0134,0.0063,844.31,1153.97,48.34,0.008418841,79.25,0.0648,272,0.1311,0.0603,320,0.1615,C
546,546,1885,362,157,0.0148,0.0064,789.74,1021.77,37.57,0.007340681999999999,41.74,0.0569,219,0.151,0.0603,271,0.1183,C
547,547,1004,325,144,0.0134,0.0063,791.04,1153.97,48.34,0.008418841,79.25,0.0648,272,0.1311,0.0603,320,0.1615,C
548,548,1885,362,157,0.0148,0.0064,791.04,1021.77,37.57,0.007340681999999999,41.74,0.0569,219,0.151,0.0603,271,0.1183,C
549,549,1328,323,101,0.0145,0.0073,752.63,1004.49,21.74,0.008051734,15.33,0.0545,163,0.1323,0.059000000000000004,187,0.1113,C
550,550,1328,323,101,0.0145,0.0073,791.04,1004.49,21.74,0.008051734,15.33,0.0545,163,0.1323,0.059000000000000004,187,0.1113,C
551,551,1339,326,170,0.015,0.0064,814.32,1036.17,20.27,0.007666912,12.69,0.0533,306,0.1638,0.0585,363,0.1638,C
552,552,1339,326,170,0.015,0.0064,791.04,1036.17,20.27,0.007666912,12.69,0.0533,306,0.1638,0.0585,363,0.1638,C
553,553,1262,301,198,0.0131,0.0056,877.79,1022.78,44.16,0.00658365,51.72,0.051,359,0.1423,0.0582,360,0.1655,C
554,554,1262,301,198,0.0131,0.0056,791.04,1022.78,44.16,0.00658365,51.72,0.051,359,0.1423,0.0582,360,0.1655,C
555,555,1788,320,125,0.0131,0.0064,858.81,1083.84,33.94,0.006846362,31.77,0.055999999999999994,208,0.1225,0.0581,226,0.0958,C
556,556,1788,320,125,0.0131,0.0064,791.04,1083.84,33.94,0.006846362,31.77,0.055999999999999994,208,0.1225,0.0581,226,0.0958,C
557,557,1394,323,124,0.0149,0.0074,711.7,1056.59,28.51,0.008209206,26.88,0.0513,222,0.1598,0.0565,275,0.1813,C
558,558,1394,323,124,0.0149,0.0074,791.04,1056.59,28.51,0.008209206,26.88,0.0513,222,0.1598,0.0565,275,0.1813,C
559,559,1956,360,127,0.0135,0.0067,801.52,1167.18,37.53,0.006781789,38.48,0.0539,207,0.1345,0.0563,215,0.1567,C
560,560,1956,360,127,0.0135,0.0067,791.04,1167.18,37.53,0.006781789,38.48,0.0539,207,0.1345,0.0563,215,0.1567,C
561,561,1018,378,145,0.0139,0.0065,759.8,1136.13,47.32,0.01,74.13,0.0521,254,0.1417,0.0562,290,0.1088,C
562,562,1426,313,149,0.0144,0.0067,840.46,1053.82,43.68,0.008061437,61.96,0.0496,262,0.1574,0.0561,311,0.1568,C
563,563,1426,313,149,0.0144,0.0067,791.04,1053.82,43.68,0.008061437,61.96,0.0496,262,0.1574,0.0561,311,0.1568,C
564,564,1465,388,160,0.0132,0.0061,797.02,1074.87,20.62,0.008459748000000001,14.49,0.0502,256,0.1431,0.0552,244,0.1668,C
565,565,1056,313,158,0.0148,0.0064,782.83,1111.59,49.96,0.008473465999999999,85.2,0.0571,316,0.1538,0.0552,354,0.1623,C
566,566,1465,388,160,0.0132,0.0061,791.04,1074.87,20.62,0.008459748000000001,14.49,0.0502,256,0.1431,0.0552,244,0.1668,C
567,567,1056,313,158,0.0148,0.0064,791.04,1111.59,49.96,0.008473465999999999,85.2,0.0571,316,0.1538,0.0552,354,0.1623,C
568,568,1579,360,102,0.013999999999999999,0.0075,808.28,1139.32,22.01,0.007517205,14.67,0.0525,165,0.1427,0.054000000000000006,201,0.11800000000000001,C
569,569,1579,360,102,0.013999999999999999,0.0075,791.04,1139.32,22.01,0.007517205,14.67,0.0525,165,0.1427,0.054000000000000006,201,0.11800000000000001,C
570,570,1394,389,168,0.0127,0.0059,864.25,1133.56,11.52,0.007182781,3.84,0.0487,257,0.1383,0.0536,312,0.1596,C
571,571,1394,389,168,0.0127,0.0059,791.04,1133.56,11.52,0.007182781,3.84,0.0487,257,0.1383,0.0536,312,0.1596,C
572,572,1103,321,167,0.0127,0.0058,852.99,1081.15,48.84,0.008120385,78.03,0.0498,297,0.1316,0.0531,348,0.0966,C
573,573,1103,321,167,0.0127,0.0058,791.04,1081.15,48.84,0.008120385,78.03,0.0498,297,0.1316,0.0531,348,0.0966,C
574,574,1592,332,160,0.0149,0.0066,896.94,1144.82,18.98,0.01,11.38,0.0518,301,0.1612,0.0524,276,0.1832,C
575,575,1041,397,114,0.0134,0.0068,768.94,1037.59,25.74,0.007313564,19.52,0.0527,202,0.127,0.0519,211,0.1048,C
576,576,1041,397,114,0.0134,0.0068,791.04,1037.59,25.74,0.007313564,19.52,0.0527,202,0.127,0.0519,211,0.1048,C
577,577,1101,319,172,0.0126,0.0058,874.04,1186.23,32.25,0.006520601,27.32,0.0532,323,0.1314,0.0517,356,0.1537,C
578,578,1101,319,172,0.0126,0.0058,791.04,1186.23,32.25,0.006520601,27.32,0.0532,323,0.1314,0.0517,356,0.1537,C
579,579,1895,353,149,0.0127,0.0063,703.86,1110.86,43.98,0.006927695,53.98,0.0501,224,0.1394,0.0504,267,0.159,C
580,580,1895,353,149,0.0127,0.0063,791.04,1110.86,43.98,0.006927695,53.98,0.0501,224,0.1394,0.0504,267,0.159,C
581,581,1292,370,120,0.0145,0.0073,709.37,1143.46,18.21,0.007186504,9.6,0.0498,206,0.1523,0.0494,260,0.1174,C
582,582,1292,370,120,0.0145,0.0073,791.04,1143.46,18.21,0.007186504,9.6,0.0498,206,0.1523,0.0494,260,0.1174,C
583,583,1493,394,199,0.0122,0.0056,750.14,1176.93,33.05,0.007970016,35.07,0.05,302,0.1391,0.0483,319,0.1541,C
